LBP_Feature_1,LBP_Feature_2,LBP_Feature_3,LBP_Feature_4,LBP_Feature_5,LBP_Feature_6,LBP_Feature_7,LBP_Feature_8,LBP_Feature_9,GLCM_Feature_Dissimilarity,GLCM_Feature_Contrast,GLCM_Feature_Homogeneity,GLCM_Feature_Energy,GLCM_Feature_Correlation,Gabor_Feature_1,Gabor_Feature_2,Gabor_Feature_3,Gabor_Feature_4,Gabor_Feature_5,Gabor_Feature_6,Gabor_Feature_7,Gabor_Feature_8,Gabor_Feature_9,Gabor_Feature_10,Gabor_Feature_11,Gabor_Feature_12,sLBP_Feature_1,sLBP_Feature_2,sLBP_Feature_3,sLBP_Feature_4,sLBP_Feature_5,sLBP_Feature_6,sLBP_Feature_7,sLBP_Feature_8,sLBP_Feature_9,sGLCM_Feature_Dissimilarity,sGLCM_Feature_Contrast,sGLCM_Feature_Homogeneity,sGLCM_Feature_Energy,sGLCM_Feature_Correlation,sGabor_Feature_1,sGabor_Feature_2,sGabor_Feature_3,sGabor_Feature_4,sGabor_Feature_5,sGabor_Feature_6,sGabor_Feature_7,sGabor_Feature_8,sGabor_Feature_9,sGabor_Feature_10,sGabor_Feature_11,sGabor_Feature_12,Mean_R,Var_R,Skew_R,Mean_G,Var_G,Skew_G,Mean_B,Var_B,Skew_B,Label
0.0279935310684518,0.0698372708526622,0.0185274536675992,0.0945232542056742,0.0702293987476501,0.1611645648400674,0.069340627907507,0.0978606633640189,0.3905232353455829,1.3153699852440088,14.507183713664553,0.6417174690376337,0.0891988301122068,0.9982831456329796,0.0004661819131455,0.0019094410534953,0.4882145167698846,0.0002840015915646,0.0009943620245389,0.1921435032907075,0.0004661819131455,0.0019094410534953,0.4882145167698846,0.000284211119597,0.0009943701634872,0.192143548000045,0.0479056126939045,0.1081298564135243,0.027161339804339,0.0617526780998835,0.0648126901701907,0.0817999220458532,0.0582282420096607,0.0870846116125752,0.4631250471492827,18.92045608283491,4319.478726517051,0.5132288601146741,0.2160059981399478,0.3386378746499055,8.84383722684638,6.483316883345488,4.477504117735811,8.300315745467348,2.7430226381170315,1.7162880026152338,9.330239268740414,6.566221678778887,4.477504117735811,9.333462732919257,2.8171992481203008,1.7659114341036537,15.862587855508336,568.8445591666595,1.7977734340716751,21.06824204113964,867.9859405984432,1.1537637472565452,9.720084335001385,304.41483173905885,3.367584677666841,Bellyache bush (Green)
0.0351066356438229,0.0773752099188096,0.0208016747271098,0.0914931091955598,0.0691749740950428,0.1475874302983658,0.07282057425814,0.1000506537698174,0.3855897380922806,1.5411728938584397,18.963491056597544,0.6019037477649299,0.0525070051885252,0.996679099539683,0.0004149978706025,0.0016997956138943,0.4346114234455536,0.0002528192867441,0.0008851868923226,0.1710472720176163,0.0004149978706025,0.0016997956138943,0.4346114234455536,0.0002530069980859,0.000885194154125,0.1710473127115993,0.0516794562180637,0.1075215593793467,0.0282652239800114,0.0601329608914431,0.0668146345256234,0.0766553378773793,0.0579912102046769,0.0879998907054662,0.4629397262169379,17.32421898422978,3859.9067967333945,0.4982742256374105,0.2132192879640419,0.27318502121609,10.75277597371889,7.418900371811282,4.810153453599255,10.789995985531098,3.053554276250108,1.9007942763341803,11.967828550650616,7.423557996464745,4.810153453599255,11.17842317546592,3.369309069967359,1.9555602496116893,20.941332004985508,799.5557441590637,1.1926349353894568,25.10188448838641,1079.6804812746418,0.8887540805717531,11.03747328066182,338.58067062413227,3.1631923446484347,Bellyache bush (Green)
0.0247169713838979,0.0689020491723318,0.0151597101580188,0.0958583855904885,0.0617496431869201,0.1651301641015697,0.071451405617245,0.0989873613917815,0.3980443093969391,1.015514379950001,9.893936455762889,0.6755023040969454,0.057105039531125,0.99843150319833,0.0004326906993388,0.0017722639199116,0.4531404473913928,0.0002636333555142,0.0009229272139228,0.1783396309305615,0.0004326906993388,0.0017722639199116,0.453140447391393,0.0002637580949752,0.0009229314454759,0.1783396573067609,0.0434795244214757,0.1022479220887429,0.0230539966288247,0.0615502476701711,0.057013394212156,0.084768927235906,0.0602230969433069,0.0877800417196064,0.4798828490790027,19.903152487100304,4718.392930497582,0.5594838866768411,0.2506209874817424,0.2812191553903421,5.122654075418327,3.365986838281356,3.16414852463463,5.506928792389711,1.242097640836202,1.100765775656633,5.938503032103485,3.4375657924478342,3.16414852463463,4.65126773570649,1.1647717365331336,1.1035250221191788,13.04757318703461,438.4240984937282,1.8992928285502089,17.258159070800748,687.7768154972067,1.2769369449750267,7.574793500513423,212.32160186622687,4.026184692996515,Bellyache bush (Green)
0.0550802644508514,0.1029598240797785,0.0307735385021189,0.0784034142486758,0.0623656834471514,0.1055360267089474,0.0845625805898562,0.1043206012386957,0.3759980667330326,1.8482664995822893,18.803207270312537,0.4963913837667994,0.0438556032055646,0.9968516244746456,0.0004441540475559,0.0018192168090715,0.4651455742583321,0.0002705619308396,0.0009473758126125,0.1830643998409083,0.0004441540475559,0.0018192168090715,0.4651455742583321,0.000270801790958,0.000947385493884,0.1830644533839335,0.0701629544023101,0.1203645741372794,0.0383157752059996,0.0544622968419853,0.0586159665708427,0.0567041014144086,0.05648919492994,0.089237911287237,0.4556472252091052,10.704777435040594,2114.323177066598,0.4268718661224238,0.1641219960343747,0.1456277653555035,8.232909584115825,10.26661512477952,4.869758644858563,8.510977173542782,3.189048151536716,1.9783532991266413,6.725630407216578,7.571315067173882,4.869758644858563,6.446777205288305,2.9991751514600264,1.8640667440686705,14.164750342869477,532.2207684513302,1.8090782765739903,17.81956505067691,779.0155582049241,1.344896508643366,7.084845258413901,219.5302699155868,4.779979157143087,Bellyache bush (Green)
0.0270335360841467,0.0678949531480619,0.0163628144007756,0.0936363636362866,0.0646958737464534,0.1615304948215012,0.0671773795823876,0.0989339141869974,0.4027346703925672,1.2763362056908552,15.661300672812867,0.658038719183207,0.0614996894128321,0.9976345883673232,0.0004460386142021,0.0018269358320982,0.4671192089458293,0.000271756736918,0.0009513976880029,0.1838411611205475,0.0004460386142021,0.0018269358320982,0.4671192089458293,0.0002719040167746,0.0009514031803984,0.1838411941578617,0.0459715600854463,0.1089519973696293,0.0268979122143458,0.0609978628965469,0.0624494492848409,0.0810529344072981,0.0586265000821481,0.0861893802399423,0.46886240341898,20.67889105170409,4770.4173809167305,0.5176080431087561,0.2188126101657077,0.335084601921807,9.27591484464902,6.495257274371198,4.325197271083347,8.357548906789413,2.7990572086141707,1.7127124773960216,7.86857718231136,5.294262699325991,4.325197271083347,8.572703435804701,2.7957249712313,1.7304907118198258,12.24954381061976,436.6884766947352,2.24551600770121,16.18375143843498,663.9584875870747,1.4856387567196505,7.494372020384678,236.579771054762,4.1750337494996375,Bellyache bush (Green)
0.0448264080028498,0.0941349822515912,0.0252067475307153,0.0830834013527306,0.0667611029909053,0.1200606796883442,0.0815743183816417,0.1001135766847471,0.3842387831156835,1.5550942957092546,13.94884290539872,0.5541202540402037,0.056437456804766,0.9980960746639972,0.0004833378215803,0.0019797101800994,0.5061812445858924,0.0002944730703368,0.0010309559033895,0.1992145577182597,0.0004833378215803,0.0019797101800994,0.5061812445858924,0.0002946503732434,0.0010309633954124,0.1992145983575733,0.0608687192725548,0.1163283093840629,0.0338800199945316,0.056203849585195,0.0634131217452976,0.0641344444233024,0.0572019956593639,0.0862122966533742,0.4617572432815264,13.271873889235888,2850.8445045032204,0.4696694548214972,0.1892182296578295,0.179826933989478,7.970561809127895,6.219238593294231,4.628688078560898,9.204051270856665,2.644054940743975,1.81196019437748,6.599200850401473,5.702054187784337,4.628688078560898,6.3827700372683385,1.4626098593420778,1.6505049258746038,14.838393665015218,572.2077659434442,1.7597825682899,19.248907733971134,881.9538325737143,1.287509309229389,7.602197661395949,240.2808766708885,4.254937921937904,Bellyache bush (Green)
0.0271191269284464,0.070340806159356,0.0153602004441187,0.0936641684197368,0.0609678149835815,0.1614656381485201,0.0695865839760935,0.1000914928119703,0.4014041681272632,1.210404907437195,15.160606703126373,0.6630713170554432,0.0671887955862048,0.9978692506134696,0.0004473566546345,0.0018323344124395,0.4684995423621048,0.0002725282667764,0.0009542073701447,0.1843844028134195,0.0004473566546345,0.0018323344124395,0.4684995423621048,0.000272738999967,0.0009542162591555,0.1843844507974198,0.0460705572112716,0.1091951189222939,0.0271401282725324,0.0602729444249099,0.0611732629148576,0.0769151399601915,0.0581481562645565,0.0855539971948727,0.4755306948336004,19.740048218933705,4561.200866222619,0.5250746582598586,0.224199300220429,0.3097306026260221,8.545498955411407,5.303872099988312,4.126022674146798,8.05572387067555,2.583812711839645,1.6476476668419822,8.948451744389901,5.3994647396563815,4.126022674146798,8.56935282988546,2.3772115328424497,1.6065507757713886,11.167066605306218,379.3603853395035,2.4187705867556293,14.514945652173912,555.5740172919271,1.6356633679126125,7.4503372998480595,223.96746517009407,4.013412493696136,Bellyache bush (Green)
0.0213621022491535,0.0629056864116406,0.0136994066127583,0.0967890041976828,0.0651802834783883,0.1708757644069926,0.0634231187810431,0.0963792690194078,0.4093853648421229,1.0850524237472767,12.696894614327212,0.6896613992416896,0.0574721703669976,0.998061178647336,0.0004586059012257,0.0018784103597393,0.4802804487716196,0.0002794374537435,0.000978204314897,0.1890209527175607,0.0004586059012257,0.0018784103597393,0.4802804487716196,0.0002795411233787,0.0009782086038977,0.18902097580223,0.0403305736939971,0.102664574264013,0.0246553689883714,0.0649891816956356,0.0678524694236598,0.0877845473154347,0.0598205262748271,0.0829381737146923,0.4689645846285589,22.960925342359168,5406.214506172841,0.5282183470961601,0.2268042436597443,0.3588045537268715,9.14554263189262,5.024385721133914,4.027309740360696,8.678712557006634,2.0806384742951907,1.535454239220564,7.527831221496683,4.710428165163765,4.027309740360696,7.860329699160448,1.7261527648217247,1.4881144408167497,18.23329559882877,745.6022223719523,1.2798837047598246,21.811840860800167,1031.4559301583397,1.0792639316843822,10.19137143060738,310.36129056515125,2.700557586069498,Bellyache bush (Green)
0.0437269159423499,0.0953815371573545,0.025272054735689,0.0845275577548091,0.0657121586586437,0.1216478232868108,0.0855981626328034,0.1002618716044072,0.377871918226444,1.498446707715913,17.152513262037758,0.5622274990120588,0.0516572399334015,0.997809653149731,0.0004670555914677,0.0019130195648211,0.4891294867159134,0.0002845491578176,0.0009962257325308,0.1925036038278031,0.0004670555914677,0.0019130195648211,0.4891294867159134,0.0002847284490728,0.0009962335674927,0.1925036454302396,0.0577122081982065,0.1145684829335436,0.0306911318687761,0.0545430526274855,0.0572718565774377,0.0646346732865748,0.0588364809299821,0.0899500751349334,0.4717920384423719,13.46892692329677,2959.1919209518505,0.5021705284513781,0.2144765755323327,0.1389217431552248,7.216110814485367,4.829147011388594,4.027486885778294,7.508807032415383,2.183246134538429,1.552483032701612,6.769216531900723,4.786265020118565,4.027486885778294,5.9889740082455845,1.6450820980552971,1.4715587896935702,10.106690317218298,364.12937970008704,2.926664574691696,14.148434274768402,572.4958359091855,1.807384406623472,7.1467698832517765,237.8123325121881,4.353327415153173,Bellyache bush (Green)
0.02712332312468,0.0679955139541319,0.015959107967031,0.0939464262605409,0.0620100936030177,0.1633921407926813,0.0642324116809177,0.0998956131647328,0.4054453694514036,1.2871812807924312,15.584533077710272,0.6543155396691841,0.0566257265297703,0.997545321187174,0.0004434988561406,0.0018165332013404,0.4644594173071822,0.0002701948840326,0.0009459792316195,0.1827943594772737,0.0004434988561407,0.0018165332013404,0.4644594173071822,0.00027037024803,0.0009459870280934,0.1827944007711762,0.0454755639908161,0.107613337359179,0.02676012595434,0.0629090281671372,0.0631350558598428,0.0812975024801955,0.0579329681231437,0.0841375145580087,0.4707389035064739,21.05545897724869,4849.403035523834,0.5069184157236454,0.2130606702591635,0.3426153449267163,10.1281162921106,7.356815770176422,4.515808135271535,9.365874131907,2.906766164862184,1.8248173230384328,9.710000431350558,5.810553422766683,4.515808135271535,9.454320838545486,2.9631307423543114,1.812604063322262,16.273782513048353,630.2568612781541,1.5153799988583083,19.52723116076435,858.78972691059,1.2106702039978463,8.621676228270715,266.1047734659779,3.5869658873621857,Bellyache bush (Green)
